d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1991371.77,2051882.07
1_facilities_and_construction,2018-2019,1591804.11,1620203.36
1_facilities_and_construction,2019-2020,1908346.35,1891003.88
1_facilities_and_construction,2020-2021,1824702.69,1739602.04
1_facilities_and_construction,2021-2022,1838497.01,1718752.17
2_professional_services,2020-2021,26626.19,25416.72
2_professional_services,2021-2022,34334.86,31914.19
3_information_technology,2017-2018,4524.35,4649.65
3_information_technology,2018-2019,15878.72,16168.96
3_information_technology,2019-2020,15922.22,15794.44
6_industrial_products_and_services,2017-2018,107000.00,110381.34
