d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,5589.71,5644.71
it_consulting_services,2019-2020,95125.02,94279.26
it_consulting_services,2020-2021,126902.87,119850.67
it_consulting_services,2021-2022,404281.15,373658.88
it_other,2018-2019,10170.00,10321.08
it_other,2019-2020,13713.10,13416.69
it_other,2020-2021,4931.90,4655.62
it_other,2021-2022,19775.00,17860.78
it_software_licensing,2017-2018,14375.00,14749.58
it_software_licensing,2018-2019,60449.24,61625.30
it_software_licensing,2019-2020,67787.24,67095.81
it_software_licensing,2020-2021,235230.55,223005.77
it_software_licensing,2021-2022,749646.99,693847.00
