owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2018-2019,0.00,0.00
dfo-mpo,2019-2020,39174.50,38744.54
dnd-mdn,2017-2018,44861604.92,46228032.48
dnd-mdn,2018-2019,82144080.48,83630955.25
dnd-mdn,2019-2020,7124873.72,7075232.71
dnd-mdn,2020-2021,5313096.99,5051081.36
dnd-mdn,2021-2022,8760509.92,8128387.32
dnd-mdn,2022-2023,11466874.49,10268124.40
nrc-cnrc,2019-2020,22619.44,22689.44
nrcan-rncan,2017-2018,107851.25,110965.92
rcmp-grc,2017-2018,1552.57,1601.27
rcmp-grc,2018-2019,775651.41,789272.85
rcmp-grc,2019-2020,943150.88,935627.39
rcmp-grc,2020-2021,903448.38,860238.71
rcmp-grc,2021-2022,897461.20,834392.71
rcmp-grc,2022-2023,1289259.91,1152931.86
tc,2017-2018,45454.65,46872.58
tc,2018-2019,33900.00,34536.38
tc,2019-2020,46000.00,45621.68
