d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,31382.86,31040.85
11_defence,2017-2018,44785337.46,46149586.93
11_defence,2018-2019,81991170.52,83473963.08
11_defence,2019-2020,7093490.86,7044191.86
11_defence,2020-2021,5313096.99,5051081.36
11_defence,2021-2022,8760509.92,8128387.32
11_defence,2022-2023,11466874.49,10268124.40
5_transportation_and_logistics,2017-2018,47007.22,48473.84
5_transportation_and_logistics,2018-2019,809551.41,823809.23
5_transportation_and_logistics,2019-2020,1050944.82,1042683.04
5_transportation_and_logistics,2020-2021,903448.38,860238.71
5_transportation_and_logistics,2021-2022,897461.20,834392.71
5_transportation_and_logistics,2022-2023,1289259.91,1152931.86
6_industrial_products_and_services,2017-2018,184118.71,189411.46
6_industrial_products_and_services,2018-2019,152909.96,156992.17
