normalized_vendor_name,original_vendor_name
SHELL CANADA PRODUCTS,Shell Canada Products
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS LIMITED
SHELL CANADA PRODUCTS,Shell Canada Products Limited
SHELL CANADA PRODUCTS,Shell Canada
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS - GHL TRANSPORT
SHELL CANADA PRODUCTS,Shell Canada Products - TRANSPORT JACQUES AUGER
SHELL CANADA PRODUCTS,SHELL CANADA
SHELL CANADA PRODUCTS,SHELL
SHELL CANADA PRODUCTS,shell Canada Products
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS
SHELL CANADA PRODUCTS,Shell Canada Products Ltd.
SHELL CANADA PRODUCTS,SHELL CALGARY
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS  - GHL TRANSPORT
SHELL CANADA PRODUCTS,Shell Canada Products Ltd
SHELL CANADA PRODUCTS,SHELL CANADA LTD
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS - TRANSPORT JACQUES AUGER
SHELL CANADA PRODUCTS,SHELL AVIATION
SHELL CANADA PRODUCTS,PRODUITS SHELL CANADA LTEE
SHELL CANADA PRODUCTS,Shell Aviation
SHELL CANADA PRODUCTS,Shell Products Canada
SHELL CANADA PRODUCTS,Produits Shell Canada
SHELL CANADA PRODUCTS,SHELL-USA INC.
SHELL CANADA PRODUCTS,PRODUIT SHELL CANADA
SHELL CANADA PRODUCTS,SHELL PRODUCTS CANADA
SHELL CANADA PRODUCTS,produits shell canada
SHELL CANADA PRODUCTS,PRODUITS SHELL CANADA
SHELL CANADA PRODUCTS,SHELL AVIAITON
SHELL CANADA PRODUCTS,SHELL BRASIL LTDA
SHELL CANADA PRODUCTS,SHELOL
SHELL CANADA PRODUCTS,SHELL PRODUCTS OF CANADA
SHELL CANADA PRODUCTS,Shell
SHELL CANADA PRODUCTS,Produit Shell Canada
SHELL CANADA PRODUCTS,shell
SHELL CANADA PRODUCTS,Shell Canada products
SHELL CANADA PRODUCTS,Shell Canada Productse
SHELL CANADA PRODUCTS,Shell Canada Product
SHELL CANADA PRODUCTS,Shell Canada Prodcuts
SHELL CANADA PRODUCTS,Shell Canada Productes
SHELL CANADA PRODUCTS,Shell Cananda
SHELL CANADA PRODUCTS,Shell Canada Productfs
SHELL CANADA PRODUCTS,SHELL CANADA PODUCTS
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS LTD
SHELL CANADA PRODUCTS,SHELL AVIATION (SHELL CANADA PRODUCTS)
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCTS INC
SHELL CANADA PRODUCTS,SHELL CANDA PRODUCTS
SHELL CANADA PRODUCTS,Shellq
SHELL CANADA PRODUCTS,SHELL CANADA PRODUTCS
SHELL CANADA PRODUCTS,shell Aviation
SHELL CANADA PRODUCTS,SHELL BRASIL
SHELL CANADA PRODUCTS,CHELL CANADA PRODUCTS
SHELL CANADA PRODUCTS,SHELL CANADA PRIODUCTS
SHELL CANADA PRODUCTS,SHEL CANADA PRODUCTS
SHELL CANADA PRODUCTS,Shell Aviaiton
SHELL CANADA PRODUCTS,SHELL CANADA LIMITED
SHELL CANADA PRODUCTS,SHELL  CANADA PRODUCTS
SHELL CANADA PRODUCTS,SHELL CANADA PRODUCT
SHELL CANADA PRODUCTS,SHELL AVIATIOIN
SHELL CANADA PRODUCTS,SHEEL CANADA PRODUCTS
SHELL CANADA PRODUCTS,SHELL CANADA PRDUCTS
SHELL CANADA PRODUCTS,SHELLCANADA PRODUCTS
