owner_org,d_fiscal_year,total
dfo-mpo,2018-2019,0
dfo-mpo,2019-2020,39174.5
dnd-mdn,2017-2018,44986593.62663141
dnd-mdn,2018-2019,81985548.21622446
dnd-mdn,2019-2020,7080188.055177131
dnd-mdn,2020-2021,5313737.314490432
nrc-cnrc,2019-2020,22619.440000000002
nrcan-rncan,2017-2018,107851.25
rcmp-grc,2017-2018,1552.5712830558277
rcmp-grc,2018-2019,1899084.291673432
rcmp-grc,2019-2020,2309185.5506726783
rcmp-grc,2020-2021,1131120.8203353817
tc,2017-2018,45454.64788732395
tc,2018-2019,33900
tc,2019-2020,46000
