d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,31382.86
10_office_management,2017-2018,11554.647887323945
11_defence,2017-2018,44909685.844590165
11_defence,2018-2019,81991170.52418321
11_defence,2019-2020,7093490.858828924
11_defence,2020-2021,5313096.992449188
5_transportation_and_logistics,2017-2018,35452.57128305583
5_transportation_and_logistics,2018-2019,809551.4070580475
5_transportation_and_logistics,2019-2020,1050944.8203430078
5_transportation_and_logistics,2020-2021,903448.3752804367
6_industrial_products_and_services,2017-2018,184118.71
6_industrial_products_and_services,2018-2019,152909.96
