d_fiscal_year,total,total_constant_2019_dollars
2017-2018,626436.35,642650.39
2018-2019,668565.11,678962.28
2019-2020,670396.79,664739.33
2020-2021,668565.11,635584.98
2021-2022,678578.65,630194.35
