d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2020-2021,345606.75,327995.06
10_office_management,2021-2022,944538.68,860622.34
11_defence,2017-2018,1109352.53,1142016.47
11_defence,2018-2019,2622326.36,2665834.76
11_defence,2019-2020,2934813.55,2909087.87
11_defence,2020-2021,6694543.28,6380159.32
11_defence,2021-2022,6465146.60,6067261.77
2_professional_services,2017-2018,4298922.78,4427490.63
2_professional_services,2018-2019,6630469.90,6744567.25
2_professional_services,2019-2020,5990496.82,5930314.41
2_professional_services,2020-2021,6595614.95,6273044.97
2_professional_services,2021-2022,7509683.59,7003657.42
3_information_technology,2017-2018,19730728.58,20314875.68
3_information_technology,2018-2019,30885235.53,31369949.47
3_information_technology,2019-2020,30917522.97,30571189.63
3_information_technology,2020-2021,37758235.57,35964895.45
3_information_technology,2021-2022,31848200.46,29702961.17
6_industrial_products_and_services,2019-2020,76755.43,75821.84
6_industrial_products_and_services,2020-2021,28067.28,26489.10
7_travel,2018-2019,34021.10,34785.90
9_human_capital,2017-2018,1826003.68,1881853.59
9_human_capital,2018-2019,1829390.25,1860169.28
9_human_capital,2019-2020,2597823.75,2566136.56
9_human_capital,2020-2021,8234115.18,7848302.16
9_human_capital,2021-2022,8324898.49,7746112.60
