owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,575879.07,590282.27
aafc-aac,2018-2019,530318.75,537294.78
aafc-aac,2019-2020,380583.04,376536.86
aafc-aac,2020-2021,484453.90,460488.06
aafc-aac,2021-2022,951102.43,405202.20
aandc-aadnc,2017-2018,356429.82,365585.07
aandc-aadnc,2018-2019,1792981.90,1827034.32
aandc-aadnc,2019-2020,483841.18,479758.06
atssc-scdata,2017-2018,181993.97,186669.81
atssc-scdata,2018-2019,44231.33,44780.55
atssc-scdata,2019-2020,284937.67,282730.52
atssc-scdata,2021-2022,43647.30,13546.26
cas-satj,2021-2022,180465.72,25781.47
cbsa-asfc,2017-2018,1782513.01,1826968.64
cbsa-asfc,2018-2019,2899183.69,2944050.38
cbsa-asfc,2019-2020,3795866.27,3744602.52
cbsa-asfc,2020-2021,3081499.49,2933890.59
cbsa-asfc,2021-2022,3705044.87,2797104.41
ced-dec,2017-2018,152663.46,156669.24
ced-dec,2018-2019,232893.24,236351.14
ced-dec,2019-2020,318869.16,316187.37
ced-dec,2020-2021,185420.08,176342.15
ced-dec,2021-2022,244031.79,183613.64
cer-rec,2020-2021,13768.52,12964.69
cer-rec,2021-2022,138893.57,85191.58
cfia-acia,2017-2018,551303.82,565101.35
cfia-acia,2018-2019,197001.26,199277.78
cfia-acia,2019-2020,736191.96,724870.23
cfia-acia,2020-2021,528182.67,502982.03
cfia-acia,2021-2022,447048.54,364758.68
chrc-ccdp,2019-2020,81661.34,80491.06
chrc-ccdp,2020-2021,59956.10,57034.40
chrc-ccdp,2021-2022,70728.71,55249.55
cic,2017-2018,1335534.21,1369445.07
cic,2018-2019,4096161.19,4160980.28
cic,2019-2020,3181746.22,3130962.99
cic,2020-2021,3499296.77,3324440.02
cic,2021-2022,4345940.27,3568151.32
cihr-irsc,2017-2018,173.77,177.87
cihr-irsc,2018-2019,63431.71,64418.14
cihr-irsc,2019-2020,104041.42,102803.80
cihr-irsc,2020-2021,156297.81,148477.59
cihr-irsc,2021-2022,158166.33,121613.05
cnsc-ccsn,2017-2018,158091.76,162147.95
cnsc-ccsn,2018-2019,212930.71,216176.12
cnsc-ccsn,2019-2020,350209.87,347144.74
cnsc-ccsn,2020-2021,440367.79,418505.97
cnsc-ccsn,2021-2022,408941.49,332918.80
cra-arc,2017-2018,1003779.16,1030951.90
cra-arc,2018-2019,1420443.61,1442314.98
cra-arc,2019-2020,508808.09,504395.38
cra-arc,2020-2021,2266333.69,2154388.60
cra-arc,2021-2022,1432673.91,1170701.96
crtc,2017-2018,8105.26,8296.32
crtc,2018-2019,33248.05,33763.21
crtc,2019-2020,25539.13,25457.57
crtc,2020-2021,20108.66,18934.67
crtc,2021-2022,61443.11,57554.20
csa-asc,2019-2020,21346.99,21016.01
csa-asc,2020-2021,15333.76,14574.51
csc-scc,2017-2018,973026.13,997711.93
csc-scc,2018-2019,786512.88,796797.51
csc-scc,2019-2020,400728.69,397203.56
csc-scc,2020-2021,676098.74,640813.42
csc-scc,2021-2022,508247.51,434478.51
csps-efpc,2019-2020,38681.64,38081.88
csps-efpc,2020-2021,27935.49,26550.95
csps-efpc,2021-2022,80334.09,46572.37
