d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,185703.78538747982
1_facilities_and_construction,2018-2019,407553.3803814714
1_facilities_and_construction,2019-2020,321289.30035623355
1_facilities_and_construction,2020-2021,105955.58926229508
10_office_management,2017-2018,264554.9996347032
10_office_management,2018-2019,156502.17666666667
10_office_management,2019-2020,287.18550684931506
10_office_management,2020-2021,450142.2784657534
11_defence,2017-2018,783854.4528521306
11_defence,2018-2019,946791.4230251458
11_defence,2019-2020,1037891.763857052
11_defence,2020-2021,1900962.3798866763
2_professional_services,2017-2018,11403441.500976438
2_professional_services,2018-2019,16070003.61223277
2_professional_services,2019-2020,13461861.271031525
2_professional_services,2020-2021,18307714.461264037
3_information_technology,2017-2018,8766217.70944133
3_information_technology,2018-2019,16141085.493474241
3_information_technology,2019-2020,18445348.77909006
3_information_technology,2020-2021,18313130.88878871
6_industrial_products_and_services,2017-2018,114603.00565476192
6_industrial_products_and_services,2019-2020,76755.4269945355
6_industrial_products_and_services,2020-2021,28067.283005464476
7_travel,2017-2018,214379.08000000002
7_travel,2018-2019,34021.1
9_human_capital,2017-2018,5167785.0013080835
9_human_capital,2018-2019,8245446.067409408
9_human_capital,2019-2020,9159415.85770541
9_human_capital,2020-2021,20753715.7285775
