d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,15798544.56,16266898.97
it_consulting_services,2018-2019,25762001.94,26170088.59
it_consulting_services,2019-2020,25326876.36,25036087.00
it_consulting_services,2020-2021,33308234.78,31723207.60
it_consulting_services,2021-2022,29448839.87,27456965.46
it_devices_equipment,2018-2019,47909.91,48318.50
it_devices_equipment,2019-2020,50431.48,50614.91
it_other,2017-2018,478137.59,491841.49
it_other,2018-2019,767163.65,780203.48
it_other,2019-2020,1273829.32,1262837.94
it_other,2020-2021,2539028.27,2418102.26
it_other,2021-2022,798765.74,756809.51
it_software_licensing,2017-2018,3454046.43,3556135.22
it_software_licensing,2018-2019,4308160.04,4371338.90
it_software_licensing,2019-2020,4266385.80,4221649.78
it_software_licensing,2020-2021,1910972.52,1823585.59
it_software_licensing,2021-2022,1600594.85,1489186.21
