owner_org,d_fiscal_year,total
aafc-aac,2018-2019,4095.9862500000004
aafc-aac,2019-2020,6826.643750000001
csc-scc,2017-2018,132221.36551659452
csc-scc,2018-2019,140516.19109159263
csc-scc,2019-2020,40752.901403508775
csc-scc,2020-2021,10132.551988304094
dfo-mpo,2017-2018,85996.8788213628
dfo-mpo,2018-2019,474672.7357592485
dfo-mpo,2019-2020,871426.9344709542
dfo-mpo,2020-2021,295614.27094843466
ec,2019-2020,13653.29
infc,2018-2019,39713.73857142857
infc,2019-2020,63196.644857142855
infc,2020-2021,88755.53967820214
nrcan-rncan,2017-2018,13736.227805618832
nrcan-rncan,2018-2019,0.2771450265755505
nrcan-rncan,2019-2020,0.27790432801822323
nrcan-rncan,2020-2021,0.2771450265755505
pc,2017-2018,34942.18192592593
pc,2018-2019,10415.458074074075
pc,2019-2020,12187.349999999997
pc,2020-2021,10922.630000000001
pwgsc-tpsgc,2017-2018,1982613.5528100156
pwgsc-tpsgc,2018-2019,2523635.271672462
pwgsc-tpsgc,2019-2020,2510207.0947799627
pwgsc-tpsgc,2020-2021,1210164.3386532073
