d_most_recent_category,d_fiscal_year,total
10_office_management,2018-2019,216501.79514255543
10_office_management,2019-2020,366850.2639915523
10_office_management,2020-2021,365847.94086589233
2_professional_services,2017-2018,691528.6776570926
2_professional_services,2018-2019,647117.5196907608
2_professional_services,2019-2020,828430.8567354038
2_professional_services,2020-2021,156002.251497006
3_information_technology,2017-2018,729602.1923580597
3_information_technology,2018-2019,3573318.9142716895
3_information_technology,2019-2020,2897289.039022658
3_information_technology,2020-2021,3072752.5676841554
