d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,632791.58,652307.21
2_professional_services,2018-2019,596827.23,608264.31
2_professional_services,2019-2020,328430.86,326308.41
2_professional_services,2020-2021,156002.25,148273.84
2_professional_services,2021-2022,175279.95,159522.21
2_professional_services,2022-2023,15306.50,13731.51
3_information_technology,2017-2018,788339.29,812734.25
3_information_technology,2018-2019,3840111.00,3905547.95
3_information_technology,2019-2020,3764139.30,3734006.75
3_information_technology,2020-2021,3438600.51,3275225.57
3_information_technology,2021-2022,2242773.41,2088012.85
3_information_technology,2022-2023,1651674.86,1473659.59
