d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,79100
11_defence,2020-2021,188711.54582763338
2_professional_services,2017-2018,803843.075430244
2_professional_services,2018-2019,1258674.1762216212
2_professional_services,2019-2020,1224335.5792945512
2_professional_services,2020-2021,1764316.7569104123
3_information_technology,2017-2018,1074676.7619366539
3_information_technology,2018-2019,2262040.1419231426
3_information_technology,2019-2020,2587590.972499018
3_information_technology,2020-2021,2805087.472131236
