owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,31681.44953084833
atssc-scdata,2018-2019,41746.31436375322
atssc-scdata,2019-2020,41860.6878277635
atssc-scdata,2020-2021,41746.31436375322
cbsa-asfc,2017-2018,527018.3931106036
cbsa-asfc,2018-2019,716645.0688971973
cbsa-asfc,2019-2020,767784.2216635854
cbsa-asfc,2020-2021,576059.7747795503
cer-rec,2020-2021,590320
cic,2020-2021,7052.580152671756
cihr-irsc,2019-2020,217030.48943985306
cihr-irsc,2020-2021,98444.50528007346
cra-arc,2019-2020,90323.08525925926
cra-arc,2020-2021,84390.02899605989
dnd-mdn,2020-2021,188711.54582763338
ec,2017-2018,234354.03589076723
ec,2018-2019,242731.56997808223
ec,2019-2020,244737.61601095894
ec,2020-2021,244068.93400000004
ic,2018-2019,104355
infc,2017-2018,228969.91715658022
infc,2018-2019,444542.658309318
infc,2019-2020,445760.5834005764
infc,2020-2021,148586.86113352547
irb-cisr,2020-2021,102830
jus,2017-2018,232349.71617082536
jus,2018-2019,24408
nrcan-rncan,2017-2018,101002.46913580247
nrcan-rncan,2018-2019,203679.01234567902
nrcan-rncan,2019-2020,102118.51851851853
ocol-clo,2017-2018,24144.75
osfi-bsif,2020-2021,291043.33687500004
pwgsc-tpsgc,2017-2018,149203.9852363413
pwgsc-tpsgc,2018-2019,149203.9852363413
pwgsc-tpsgc,2019-2020,37198.80179864948
ssc-spc,2017-2018,338582.45312437665
ssc-spc,2018-2019,1438641.564301131
ssc-spc,2019-2020,1670151.4000249421
ssc-spc,2020-2021,2088850.7487477525
tbs-sct,2017-2018,90312.66801075268
tbs-sct,2018-2019,154761.14471326163
tbs-sct,2019-2020,194961.14784946234
tbs-sct,2020-2021,296011.14471326163
