d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,34250.68,35101.85
it_consulting_services,2018-2019,95448.77,96883.15
it_consulting_services,2019-2020,750446.54,735663.85
it_consulting_services,2020-2021,2055458.16,1954040.15
it_consulting_services,2021-2022,331361.75,311087.75
it_devices_equipment,2019-2020,32218.56,31851.80
it_devices_equipment,2020-2021,204155.65,194911.65
it_devices_equipment,2021-2022,1937.91,1832.41
it_other,2017-2018,2204155.62,2261148.34
it_other,2018-2019,2369117.25,2405903.87
it_other,2019-2020,4108611.18,4067944.88
it_other,2020-2021,4724253.89,4491130.92
it_other,2021-2022,416162.90,393507.46
it_software_licensing,2017-2018,3053295.46,3132256.89
it_software_licensing,2018-2019,1107808.08,1128049.03
it_software_licensing,2019-2020,474450.72,467771.91
it_software_licensing,2020-2021,1041661.26,984918.21
it_software_licensing,2021-2022,5768609.64,5360564.58
