d_fiscal_year,total,total_constant_2019_dollars
2017-2018,575578.68,586278.01
2018-2019,96570.81,97505.36
2019-2020,326661.04,326922.32
2020-2021,951722.63,937575.63
2021-2022,3759017.33,1837193.61
