normalized_vendor_name,original_vendor_name
WEATHERHAVEN CANADA,Weatherhaven Global Resources Ltd.
WEATHERHAVEN CANADA,Weatherhaven (registered Partnership carrying on business in the City
WEATHERHAVEN CANADA,Weatherhaven Canada Resources Ltd.
WEATHERHAVEN CANADA,WEATHERHAVEN GLOBAL RESOURCES LTD.
WEATHERHAVEN CANADA,Weatherhaven Global Resources Ltd
WEATHERHAVEN CANADA,Weatherhaven Global resources Ltd
WEATHERHAVEN CANADA,WEATHERHAVEN
WEATHERHAVEN CANADA,WEATHERHAVEN (REGISTERED PARTNERSHIP CARRYING ON BUSINESS IN THE CITY
WEATHERHAVEN CANADA,weatherhaven
WEATHERHAVEN CANADA,Weatherhaven Global Resources
WEATHERHAVEN CANADA,Weatherhaven Canada Resources
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA RESOURCES LTD.
WEATHERHAVEN CANADA,Weatherhaven Global resources Ltd.
WEATHERHAVEN CANADA,WEATHERHAVEN GLOBAL RESOURCES
WEATHERHAVEN CANADA,Weatherhaven
WEATHERHAVEN CANADA,WEATHERHAVEN GLOBAL RESOURCES LTD
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA RESOURCES LTD
WEATHERHAVEN CANADA,WHEATHERHAVEN CANADA RESOURCES LTD
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA RESOURCES.LTD
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA
WEATHERHAVEN CANADA,Weatherhaven Global Resources ltd
WEATHERHAVEN CANADA,WEATERHAVEN
WEATHERHAVEN CANADA,WEAHTERHAVEN CANADA
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA LTD
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA RESOUCES LTD
WEATHERHAVEN CANADA,WEATHERHAVEN              000509
WEATHERHAVEN CANADA,WHEATHERHAVEN CANADA LTD
WEATHERHAVEN CANADA,WEATHERHAVEN CANADA RESOURCES
WEATHERHAVEN CANADA,WEAHTERHAVEN CANADA LTD
WEATHERHAVEN CANADA,Weatherhaven Resources Ltd.
WEATHERHAVEN CANADA,Weatherhaven GLobal Resource Ltd.
WEATHERHAVEN CANADA,WEATHERHAVEN                       000509
WEATHERHAVEN CANADA,WEAHTERHAVEN
WEATHERHAVEN CANADA,WEATHERHAVENGLOBAL RESOURCES
WEATHERHAVEN CANADA,WHEATHERHAVEN CANADA
WEATHERHAVEN CANADA,WEATHERAVEN GLOBAL RESOURCES LTD
WEATHERHAVEN CANADA,Weatherhaven Global Resource Ltd
