d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,856392.77
1_facilities_and_construction,2018-2019,355951.2032311062
1_facilities_and_construction,2019-2020,966394.4205764086
1_facilities_and_construction,2020-2021,1122005.4184084004
10_office_management,2017-2018,14908.81
11_defence,2017-2018,4000961.538461538
11_defence,2018-2019,3014423.076923077
11_defence,2020-2021,325690.19
6_industrial_products_and_services,2017-2018,33530688.44989595
6_industrial_products_and_services,2018-2019,33973013.89989595
6_industrial_products_and_services,2019-2020,33833233.25041621
6_industrial_products_and_services,2020-2021,33635029.47989595
