d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,25046.75,25671.23
it_consulting_services,2018-2019,37160.03,37542.66
it_consulting_services,2021-2022,32544.00,30215.31
it_devices_equipment,2017-2018,10948.21,11229.92
it_devices_equipment,2018-2019,24276.44,24585.76
it_devices_equipment,2019-2020,254578.69,251070.95
it_devices_equipment,2020-2021,428295.20,406365.12
it_devices_equipment,2021-2022,532422.57,493459.60
it_other,2018-2019,49748.25,50246.86
it_other,2019-2020,70133.33,69930.12
it_other,2020-2021,372648.48,354269.78
it_other,2021-2022,497501.70,457265.33
it_software_licensing,2017-2018,80385.14,82390.48
it_software_licensing,2018-2019,82689.81,84105.02
it_software_licensing,2019-2020,92199.43,90555.77
it_software_licensing,2020-2021,51794.12,49235.86
it_software_licensing,2021-2022,50053.82,46597.66
