d_vendor_name,overall_total
BELL CANADA,937591.63
DYNABOOK CANADA,531776.54
CANADIAN CORPS OF COMMISSIONAIRES,488215.71
TELECOM COMPUTER SERVICES,394747.82
NISHA TECHONOLOGIES,325092.94
XEROX,323102.17
PURESPIRIT SOLUTIONS,278786.96
IRON MOUNTAIN,249867.82
FORD MOTOR COMPANY,223190.10
TELUS CANADA,213150.00
ANTHONY MACAULEY ASSOCIATES,208328.97
UNIVERSITY OF OTTAWA,184586.00
MOBILE RESOURCE GROUP,141338.02
ADVANCED BUSINESS INTERIORS,140819.41
ALTIS HUMAN RESOURCES,132894.15
TAG HR,117378.75
BRECKENHILL,112830.50
NORTHERN MICRO,111016.18
HACKETT CONSULTING,109204.33
SASKTEL,94500.00
CANADA POST,94475.45
CBCI TELECOM,90504.46
GRAND TOY,88492.21
ASOKAN BUSINESS INTERIORS,80924.05
KIA CANADA,80523.67
GENERAL MOTORS,71634.15
GOSS GILROY,67290.60
SUBARU CANADA,60118.13
PITNEY BOWES,57428.56
PUROLATOR,57340.95
FMC PROFESSIONALS,57065.00
LANGUAGE RESEARCH DEVELOPMENT GROUP,53135.80
ARI FINANCIAL SERVICES,46557.00
SOLOTECH,42400.50
RHEA,41951.25
CANON,39290.85
GLOBAL UPHOLSTERY,37442.56
AVI SPL,37160.03
LUMINA IT,36725.00
NISSAN CANADA,27507.03
MULTISHRED,27495.16
R E GILMORE INVESTMENTS,27297.73
GRAYBRIDGE INTERNATIONAL CONSULTING,26083.43
THE AIM GROUP,25665.69
EXCEL HUMAN RESOURCES,24786.39
LEAN AGILITY,24408.00
TOTEM OFFISOURCE,23036.69
FEDERAL EXPRESS CANADA,21301.70
HAWORTH,19604.32
HYPERTEC,18706.43
TOSHIBA CANADA,15682.96
ECOLE DE LANGUES EAGLE,15682.50
RICOH,11687.32
FOX TRANSLATIONS,11300.00
TYCO INTEGRATED FIRE SECURITY,10652.96
SHARP ELECTRONICS,7211.81
KONICA MINOLTA BUSINESS SOLUTIONS,4826.26
