d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,20342.40,20784.23
1_facilities_and_construction,2019-2020,10761.56,10694.03
1_facilities_and_construction,2020-2021,25245.55,23831.29
10_office_management,2017-2018,180257.94,184774.76
10_office_management,2018-2019,388148.70,393241.93
10_office_management,2019-2020,540198.43,536500.29
10_office_management,2020-2021,294247.03,279592.45
10_office_management,2021-2022,276240.93,181352.13
2_professional_services,2017-2018,352820.29,361885.85
2_professional_services,2018-2019,570154.86,578209.01
2_professional_services,2019-2020,333865.54,329724.10
2_professional_services,2020-2021,357833.70,340660.38
2_professional_services,2021-2022,497480.34,363491.20
3_information_technology,2017-2018,94938.14,97320.60
3_information_technology,2018-2019,166918.55,169167.16
3_information_technology,2019-2020,415174.82,409845.08
3_information_technology,2020-2021,850017.32,807284.48
3_information_technology,2021-2022,1105405.67,796645.58
5_transportation_and_logistics,2017-2018,73645.53,75457.24
5_transportation_and_logistics,2018-2019,27507.03,27793.92
5_transportation_and_logistics,2019-2020,210020.36,206673.01
5_transportation_and_logistics,2020-2021,147408.85,139574.08
5_transportation_and_logistics,2021-2022,156492.84,96321.31
6_industrial_products_and_services,2017-2018,36602.96,37507.60
6_industrial_products_and_services,2020-2021,55852.96,52795.35
6_industrial_products_and_services,2021-2022,16627.95,15635.70
7_travel,2017-2018,80027.49,82101.17
7_travel,2018-2019,1498.28,1513.76
7_travel,2019-2020,80585.17,79905.12
7_travel,2020-2021,24958.46,23736.70
7_travel,2021-2022,36832.67,27104.54
8_security_and_protection,2018-2019,149327.60,151576.29
8_security_and_protection,2019-2020,167844.10,166427.67
8_security_and_protection,2020-2021,171416.04,162956.77
8_security_and_protection,2021-2022,3312.01,2590.87
9_human_capital,2017-2018,115198.00,118115.85
9_human_capital,2018-2019,46309.42,46838.68
9_human_capital,2019-2020,170747.92,168799.88
9_human_capital,2020-2021,48643.69,46161.03
9_human_capital,2021-2022,151207.02,97834.60
