d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,12086114.18,12460929.68
1_facilities_and_construction,2018-2019,4669942.32,4732377.59
1_facilities_and_construction,2019-2020,3776651.62,3723809.61
1_facilities_and_construction,2020-2021,4949183.79,4716510.88
1_facilities_and_construction,2021-2022,5809043.97,5345193.54
10_office_management,2017-2018,5815983.84,5985366.19
10_office_management,2018-2019,6652605.01,6740550.20
10_office_management,2019-2020,3484334.30,3447148.42
10_office_management,2020-2021,2266977.82,2159216.49
10_office_management,2021-2022,3617269.23,3357499.12
2_professional_services,2017-2018,21287023.21,21926521.13
2_professional_services,2018-2019,25392260.80,25829562.18
2_professional_services,2019-2020,37359059.82,36986829.98
2_professional_services,2020-2021,61530733.34,58667935.20
2_professional_services,2021-2022,87145172.02,81094768.68
3_information_technology,2017-2018,68046869.64,70084778.37
3_information_technology,2018-2019,76725417.52,78055812.09
3_information_technology,2019-2020,69212715.60,68657570.76
3_information_technology,2020-2021,79232615.08,75547376.42
3_information_technology,2021-2022,110518531.99,103038916.84
4_medical,2018-2019,5491.44,5583.84
4_medical,2019-2020,6611.40,6558.35
4_medical,2020-2021,6593.34,6285.92
4_medical,2021-2022,57375.53,52741.16
5_transportation_and_logistics,2017-2018,565478.87,582305.83
5_transportation_and_logistics,2018-2019,1128309.13,1144459.23
5_transportation_and_logistics,2019-2020,571201.66,561709.07
5_transportation_and_logistics,2020-2021,717508.32,685101.66
5_transportation_and_logistics,2021-2022,619364.08,573271.85
6_industrial_products_and_services,2017-2018,4199620.90,4321426.05
6_industrial_products_and_services,2018-2019,2374340.90,2410216.83
6_industrial_products_and_services,2019-2020,1406661.55,1384038.22
6_industrial_products_and_services,2020-2021,3082261.22,2936268.69
6_industrial_products_and_services,2021-2022,4996924.90,4635803.07
7_travel,2017-2018,244438.68,252010.62
7_travel,2018-2019,400257.93,406957.71
7_travel,2019-2020,355220.62,353059.10
7_travel,2020-2021,202481.69,193181.34
7_travel,2021-2022,183490.45,171703.22
8_security_and_protection,2017-2018,2759000.49,2843535.43
8_security_and_protection,2018-2019,2846459.58,2898445.06
8_security_and_protection,2019-2020,2832285.00,2809549.80
8_security_and_protection,2020-2021,2598624.61,2477465.91
8_security_and_protection,2021-2022,2863730.30,2679627.74
9_human_capital,2017-2018,1855280.66,1910232.40
9_human_capital,2018-2019,2018499.32,2051974.27
9_human_capital,2019-2020,2061739.85,2038357.05
9_human_capital,2020-2021,2402552.71,2286034.98
9_human_capital,2021-2022,4389562.77,4081467.31
