d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,48792191.33,50047884.24
it_consulting_services,2018-2019,52628806.25,53441924.60
it_consulting_services,2019-2020,48672791.34,48292723.81
it_consulting_services,2020-2021,46976615.91,44653177.26
it_consulting_services,2021-2022,61845066.33,57279709.42
it_devices_equipment,2017-2018,8218095.42,8413184.48
it_devices_equipment,2018-2019,8395263.82,8501409.85
it_devices_equipment,2019-2020,2664421.70,2625992.80
it_devices_equipment,2020-2021,4544183.27,4295071.76
it_devices_equipment,2021-2022,7542806.77,6890337.05
it_other,2017-2018,3295627.53,3377002.68
it_other,2018-2019,3717151.20,3766977.02
it_other,2019-2020,2362638.91,2340330.03
it_other,2020-2021,1894642.73,1788581.41
it_other,2021-2022,1611278.01,1474102.01
it_software_licensing,2017-2018,7740969.63,7936551.71
it_software_licensing,2018-2019,11984895.89,12165395.79
it_software_licensing,2019-2020,15509182.23,15366958.43
it_software_licensing,2020-2021,26036947.93,24754004.86
it_software_licensing,2021-2022,39266666.64,36372328.74
