d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,12580.68
10_office_management,2017-2018,51239.96000000001
10_office_management,2018-2019,19527.58
10_office_management,2019-2020,11351.94
10_office_management,2020-2021,39452.52
11_defence,2017-2018,78554.6546511628
11_defence,2018-2019,163026.49534883723
11_defence,2019-2020,22587.23
11_defence,2020-2021,94211.67
6_industrial_products_and_services,2017-2018,812349.3016666666
6_industrial_products_and_services,2018-2019,1141227.8926108375
6_industrial_products_and_services,2019-2020,1117522.7936391626
6_industrial_products_and_services,2020-2021,896090.1523214285
