d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3626581.89,3737601.45
1_facilities_and_construction,2018-2019,2481964.90,2524474.15
1_facilities_and_construction,2019-2020,2483575.99,2459315.74
1_facilities_and_construction,2020-2021,1275582.39,1213904.54
1_facilities_and_construction,2021-2022,1585591.38,1475838.48
2_professional_services,2021-2022,109513.34,100505.57
3_information_technology,2019-2020,10857.55,10785.93
3_information_technology,2020-2021,0.00,0.00
3_information_technology,2021-2022,0.00,0.00
5_transportation_and_logistics,2018-2019,73673.60,75211.36
5_transportation_and_logistics,2019-2020,130423.46,129638.42
5_transportation_and_logistics,2020-2021,23030.80,21843.37
5_transportation_and_logistics,2021-2022,30193.25,27453.84
