normalized_vendor_name,original_vendor_name
BRIDGES OF CANADA,BRIDGES OF CANADA INC
BRIDGES OF CANADA,BRIDGES OF CA INC
BRIDGES OF CANADA,BRIDGES CANADA
BRIDGES OF CANADA,Bridges Canada
