d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,1849167.57,1898404.07
11_defence,2018-2019,1874164.23,1897900.42
11_defence,2019-2020,1851174.32,1847440.31
11_defence,2020-2021,1809986.52,1771954.61
11_defence,2021-2022,719447.31,413732.23
5_transportation_and_logistics,2017-2018,13072.27,13296.82
6_industrial_products_and_services,2017-2018,141781.13,144409.82
6_industrial_products_and_services,2018-2019,299133.60,302951.00
6_industrial_products_and_services,2019-2020,157352.47,157220.64
6_industrial_products_and_services,2021-2022,623700.00,220549.93
