d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,19896.94615384615
1_facilities_and_construction,2018-2019,523.6038461538461
10_office_management,2017-2018,1782433.721412623
10_office_management,2018-2019,2374107.986697939
10_office_management,2019-2020,2504389.6264953916
10_office_management,2020-2021,3317537.8882576954
11_defence,2017-2018,15903.255710053692
11_defence,2018-2019,56171.69667283836
11_defence,2020-2021,50739.91
2_professional_services,2020-2021,39692.1
3_information_technology,2017-2018,1823841.9778393868
3_information_technology,2018-2019,2122838.9433612484
3_information_technology,2019-2020,2430026.1232575397
3_information_technology,2020-2021,2232665.202214766
6_industrial_products_and_services,2017-2018,583033.8945941644
6_industrial_products_and_services,2018-2019,341724.5024149586
6_industrial_products_and_services,2019-2020,70637.6499794661
6_industrial_products_and_services,2020-2021,196265.80000000002
8_security_and_protection,2017-2018,3205.096485623003
8_security_and_protection,2018-2019,3205.096485623003
8_security_and_protection,2019-2020,3213.877571884984
8_security_and_protection,2020-2021,3205.096485623003
9_human_capital,2017-2018,1176.226572769953
