owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,12316.51,12618.28
aafc-aac,2018-2019,47595.54,48240.64
aandc-aadnc,2017-2018,35144.92,36038.84
aandc-aadnc,2018-2019,67223.60,68226.18
aandc-aadnc,2019-2020,73661.08,73183.70
aandc-aadnc,2020-2021,38404.59,36510.10
aandc-aadnc,2021-2022,29379.07,27276.85
acoa-apeca,2017-2018,12295.06,12611.88
acoa-apeca,2018-2019,29227.29,29660.99
acoa-apeca,2019-2020,33353.64,33072.17
acoa-apeca,2020-2021,29225.81,27781.17
acoa-apeca,2021-2022,18854.64,17518.80
atssc-scdata,2017-2018,1571.95,1609.00
atssc-scdata,2018-2019,8827.08,8964.35
atssc-scdata,2019-2020,8851.26,8776.57
atssc-scdata,2020-2021,8827.08,8391.64
atssc-scdata,2021-2022,8827.08,8195.46
cbsa-asfc,2017-2018,105903.40,108637.24
cbsa-asfc,2018-2019,133496.41,135558.58
cbsa-asfc,2019-2020,137921.36,136793.73
cbsa-asfc,2020-2021,98473.39,93616.84
cbsa-asfc,2021-2022,84574.31,78544.94
ccohs-cchst,2017-2018,3824.58,3923.69
ccohs-cchst,2018-2019,3824.58,3884.06
ccohs-cchst,2019-2020,4576.29,4525.98
ccohs-cchst,2020-2021,12551.90,11932.72
ccohs-cchst,2021-2022,11933.68,11095.37
cic,2017-2018,6495.57,6672.87
cra-arc,2017-2018,13644.23,13965.85
cra-arc,2018-2019,20804.77,21256.64
csc-scc,2017-2018,221430.98,227162.73
csc-scc,2018-2019,355450.99,361117.81
csc-scc,2019-2020,98244.99,97453.37
csc-scc,2020-2021,157745.67,149442.66
csc-scc,2021-2022,64253.85,59834.48
dfatd-maecd,2017-2018,120725.66,123869.45
dfatd-maecd,2018-2019,111815.72,113554.62
dfatd-maecd,2019-2020,99127.39,98304.77
dfatd-maecd,2020-2021,85159.99,81032.51
dfatd-maecd,2021-2022,9760.80,9098.99
dfo-mpo,2017-2018,10713.57,10990.91
dfo-mpo,2018-2019,108783.10,110705.62
dfo-mpo,2019-2020,121643.47,121683.46
dfo-mpo,2020-2021,57022.42,53856.79
dnd-mdn,2017-2018,580705.92,594793.73
dnd-mdn,2018-2019,550663.76,557523.60
dnd-mdn,2019-2020,383586.56,380186.48
dnd-mdn,2020-2021,468232.57,444270.75
dnd-mdn,2021-2022,335085.20,310330.23
ec,2017-2018,1184827.63,1215521.77
ec,2018-2019,1012567.73,1028488.46
ec,2019-2020,948475.58,939989.23
ec,2020-2021,950752.56,903878.21
ec,2021-2022,841497.71,781714.08
elections,2017-2018,138573.91,142082.95
elections,2018-2019,232192.58,235731.53
elections,2019-2020,269100.81,266829.87
elections,2020-2021,245922.00,233850.56
elections,2021-2022,208806.20,193865.08
hc-sc,2017-2018,195880.00,200833.23
hc-sc,2018-2019,235921.52,239456.14
hc-sc,2019-2020,324351.23,321570.10
hc-sc,2020-2021,298456.93,283708.53
hc-sc,2021-2022,247445.81,229940.36
iaac-aeic,2018-2019,55050.74,55673.40
iaac-aeic,2019-2020,193761.32,192104.81
iaac-aeic,2020-2021,195234.03,185603.19
iaac-aeic,2021-2022,159587.36,148667.70
ic,2018-2019,3542.62,3577.47
ic,2019-2020,15435.69,15305.43
ic,2020-2021,15393.51,14634.16
ic,2021-2022,15393.51,14292.03
infc,2017-2018,36611.82,37541.08
infc,2018-2019,109660.39,111236.61
infc,2019-2020,194735.11,192906.17
infc,2020-2021,194846.49,185259.68
infc,2021-2022,125707.64,116951.90
irb-cisr,2019-2020,40778.23,40148.53
irb-cisr,2020-2021,91766.72,87235.01
irb-cisr,2021-2022,94441.77,87683.99
isc-sac,2017-2018,10148.22,10409.90
isc-sac,2018-2019,25730.05,26115.52
isc-sac,2019-2020,47961.13,47501.74
isc-sac,2020-2021,41208.05,39167.23
isc-sac,2021-2022,30980.97,28764.13
jus,2017-2018,24708.44,25343.47
jus,2018-2019,41169.30,41749.58
jus,2019-2020,88612.43,87984.08
jus,2020-2021,76240.34,72479.42
jus,2021-2022,70208.85,65254.90
lac-bac,2017-2018,3582.73,3676.35
mgerc-ceegm,2017-2018,754.69,772.48
mgerc-ceegm,2018-2019,5674.87,5758.07
mgerc-ceegm,2019-2020,7724.61,7659.43
mgerc-ceegm,2020-2021,7703.51,7323.50
mgerc-ceegm,2021-2022,7703.51,7152.28
nrc-cnrc,2017-2018,1245.27,1279.86
nrc-cnrc,2020-2021,12181.40,11470.23
nrcan-rncan,2017-2018,384029.27,393875.08
nrcan-rncan,2018-2019,397613.15,403479.10
nrcan-rncan,2019-2020,365950.31,362783.60
nrcan-rncan,2020-2021,334208.98,317730.94
nrcan-rncan,2021-2022,214075.89,199188.85
nsira-ossnr,2020-2021,3161.29,2976.73
nsira-ossnr,2021-2022,12645.15,11820.13
ocl-cal,2019-2020,3019.60,2986.87
ocl-cal,2020-2021,3613.62,3435.36
ocl-cal,2021-2022,3613.62,3355.05
oic-ci,2019-2020,7507.02,7363.96
oic-ci,2020-2021,18026.72,17137.47
oic-ci,2021-2022,18026.72,16736.82
pbc-clcc,2017-2018,26289.77,26972.68
pbc-clcc,2018-2019,13001.08,13227.74
pc,2017-2018,134105.31,137554.32
pc,2018-2019,84446.95,85737.72
pc,2019-2020,97683.79,96801.08
pc,2020-2021,85482.82,81266.71
pc,2021-2022,50407.22,46883.35
pco-bcp,2018-2019,14871.94,15040.71
phac-aspc,2017-2018,4524.47,4632.20
phac-aspc,2018-2019,15330.13,15558.93
phac-aspc,2019-2020,20525.46,20352.25
phac-aspc,2020-2021,20469.38,19459.63
phac-aspc,2021-2022,20469.38,19004.70
pmprb-cepmb,2019-2020,1231.43,1201.63
pmprb-cepmb,2020-2021,14499.08,13783.84
pmprb-cepmb,2021-2022,14499.08,13461.60
pwgsc-tpsgc,2017-2018,111664.51,114506.85
pwgsc-tpsgc,2018-2019,115633.72,117392.18
pwgsc-tpsgc,2019-2020,171066.39,169472.60
pwgsc-tpsgc,2020-2021,174771.64,166150.21
pwgsc-tpsgc,2021-2022,149089.02,138572.53
rcmp-grc,2017-2018,839.87,859.67
rcmp-grc,2018-2019,3738.45,3796.58
rcmp-grc,2019-2020,24174.06,23814.11
rcmp-grc,2020-2021,250630.55,238138.83
rcmp-grc,2021-2022,50515.22,46925.00
ssc-spc,2017-2018,955365.99,980190.60
ssc-spc,2018-2019,1152397.93,1170468.39
