d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,3100.43,3195.45
it_consulting_services,2018-2019,3100.43,3157.10
it_consulting_services,2019-2020,1554.46,1556.33
it_devices_equipment,2017-2018,1329102.86,1369601.50
it_devices_equipment,2018-2019,1603810.87,1632757.87
it_devices_equipment,2019-2020,2172235.40,2154144.55
it_devices_equipment,2020-2021,2020486.52,1927197.33
it_devices_equipment,2021-2022,1263774.77,1186664.01
it_other,2017-2018,67459.54,69509.19
it_other,2018-2019,136279.40,138453.18
it_other,2019-2020,71630.95,71402.53
it_other,2020-2021,27011.05,25715.07
it_other,2021-2022,281210.25,263229.34
it_software_licensing,2017-2018,517560.07,533455.28
it_software_licensing,2018-2019,528832.94,538362.89
it_software_licensing,2019-2020,349556.43,346874.88
it_software_licensing,2020-2021,349953.10,333581.64
it_software_licensing,2021-2022,542835.98,504301.74
