d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,102481.32,105408.03
1_facilities_and_construction,2018-2019,250365.76,256488.33
1_facilities_and_construction,2022-2023,93597.63,83455.30
10_office_management,2022-2023,38583.44,34144.24
2_professional_services,2021-2022,98324.93,88884.17
2_professional_services,2022-2023,1072587.95,959756.20
3_information_technology,2019-2020,14460.80,14130.73
3_information_technology,2021-2022,198433.21,185559.06
3_information_technology,2022-2023,3836.17,3394.80
6_industrial_products_and_services,2018-2019,40017.82,40391.65
6_industrial_products_and_services,2019-2020,37177.00,36771.85
6_industrial_products_and_services,2020-2021,122431.65,115562.96
6_industrial_products_and_services,2021-2022,179460.11,164883.23
6_industrial_products_and_services,2022-2023,19749.85,17650.92
8_security_and_protection,2018-2019,60.12,60.68
8_security_and_protection,2019-2020,7334.25,7275.75
8_security_and_protection,2020-2021,67847.61,64317.98
8_security_and_protection,2021-2022,62350.76,57800.13
8_security_and_protection,2022-2023,53142.73,47575.23
