owner_org,d_fiscal_year,total
csc-scc,2017-2018,825136.2989892665
csc-scc,2018-2019,1102334.4010107336
csc-scc,2019-2020,1297505.87
csc-scc,2020-2021,753736.61
dfo-mpo,2017-2018,159550.55
dfo-mpo,2018-2019,88226.7
dfo-mpo,2020-2021,32495.23
dnd-mdn,2017-2018,782473.0968421053
dnd-mdn,2018-2019,913604.82
dnd-mdn,2019-2020,398839.12
dnd-mdn,2020-2021,208972.92
ec,2017-2018,24973
nrc-cnrc,2017-2018,10414.08
nrc-cnrc,2018-2019,51431.95
pc,2018-2019,30849.42
pc,2019-2020,13234.28
pc,2020-2021,45786.31
