d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,81520.17
11_defence,2017-2018,11442.9
11_defence,2019-2020,24986
5_transportation_and_logistics,2017-2018,33085.5
5_transportation_and_logistics,2018-2019,32318
5_transportation_and_logistics,2020-2021,32495.23
6_industrial_products_and_services,2017-2018,1676498.4558313717
6_industrial_products_and_services,2018-2019,2154129.2910107337
6_industrial_products_and_services,2019-2020,1670016.27
6_industrial_products_and_services,2020-2021,1008495.84
