normalized_vendor_name,original_vendor_name
RUSSEL METALS,RUSSEL METALS
RUSSEL METALS,RUSSEL METALS INC
RUSSEL METALS,RUSSEL METALS INC.
RUSSEL METALS,Russel Metals Inc.
RUSSEL METALS,Russel Metals
RUSSEL METALS,Russel Metals Inc
RUSSEL METALS,Russel Metals INC
RUSSEL METALS,Russel  Metals Inc
RUSSEL METALS,RUSSEL METAL
RUSSEL METALS,russel metals inc.
RUSSEL METALS,RUSSEL METALS IN
RUSSEL METALS,Russel Metal Inc.
RUSSEL METALS,Russel Metal Inc
RUSSEL METALS,RUSSEL METLAS
RUSSEL METALS,russel metals inc
RUSSEL METALS,RUSSEL METALS LTD
RUSSEL METALS,Russel Metal
RUSSEL METALS,russel metal
