normalized_vendor_name,original_vendor_name
MTS ALLSTREAM,MTS INC
MTS ALLSTREAM,MTS INC.
MTS ALLSTREAM,MTS Allstream Inc.
MTS ALLSTREAM,MTS SYSTEMS CORPORATION
MTS ALLSTREAM,ALLSTREAM INC
MTS ALLSTREAM,MTS ALLSTREAM INC.
MTS ALLSTREAM,ALLSTREAM BUSINESS INC.
MTS ALLSTREAM,Allstream IT Services
MTS ALLSTREAM,MTS ALLSTREAM INC
MTS ALLSTREAM,MTS Allstream
MTS ALLSTREAM,ALLSTREAM INC.
MTS ALLSTREAM,MTS TESTING SYSTEMS (CANADA) LTD.
MTS ALLSTREAM,MTS SYSTEM CORPORATION
MTS ALLSTREAM,MTS TESTING SYSTEMS (CANADA) LTD
MTS ALLSTREAM,MTS Systems Corporation
MTS ALLSTREAM,MTS TESTING SYSTEMS CANADA LTD.
MTS ALLSTREAM,MTS COMMUNICATIONS INC
MTS ALLSTREAM,Allstream
MTS ALLSTREAM,ALLSTREAM IT SERVICES ALLSTREAM CORP.
MTS ALLSTREAM,MTS SYSTEMS CORP
MTS ALLSTREAM,MTS Inc
MTS ALLSTREAM,MTS SYSTEMS CORP.
MTS ALLSTREAM,MTS Testing  Systems Canada LTD
MTS ALLSTREAM,MTS Allsteam Inc.
MTS ALLSTREAM,ALLSTREAM CORP.
MTS ALLSTREAM,MTS TESTING SYSTEMS CANADA LTD
MTS ALLSTREAM,MTS Testing Systems (Canada) LTD
MTS ALLSTREAM,MTSE INC.
MTS ALLSTREAM,MTS Allstream Inc
MTS ALLSTREAM,ALLSTREAM
MTS ALLSTREAM,MTS AllSTREAM INC.
MTS ALLSTREAM,MTS COMMUNICATIONS INC.
MTS ALLSTREAM,ALLSTREAM IT SERVICES
MTS ALLSTREAM,MTS Inc.
MTS ALLSTREAM,MTS ALLSTREAM
MTS ALLSTREAM,MTSE INC
MTS ALLSTREAM,MTS MEDIA INC.
MTS ALLSTREAM,MTS Inc. (Allstream)
MTS ALLSTREAM,Allstream Corporation
MTS ALLSTREAM,MTS TESTING SYSTEMS CANADA
MTS ALLSTREAM,MTS ALLSTREAM  INC.
MTS ALLSTREAM,MTS CONSULTING
MTS ALLSTREAM,MTS SYSTEMS CORP C/O INTERTECHNOLOGY INC.
MTS ALLSTREAM,Allstream IT Services (a division of MTS Allstream Inc.)
MTS ALLSTREAM,MTS SYSTEMS CORP c/o Intertechnology Inc.
MTS ALLSTREAM,MTS Systems
