d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11354895.35,11705299.16
2018-2019,5878029.56,5986857.07
2019-2020,8932735.91,8854317.63
2020-2021,7881842.03,7504522.57
2021-2022,6540141.20,6079618.03
2022-2023,2527712.04,2257435.34
