d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,54250.59,55656.42
1_facilities_and_construction,2018-2019,65590.28,67014.87
1_facilities_and_construction,2020-2021,171421.73,162144.74
1_facilities_and_construction,2021-2022,58473.28,35982.52
11_defence,2017-2018,897.86,919.02
11_defence,2018-2019,25209.10,25601.13
11_defence,2019-2020,25278.16,25064.84
11_defence,2020-2021,25209.10,23965.54
2_professional_services,2019-2020,66119.07,64862.37
2_professional_services,2020-2021,189943.16,180573.32
2_professional_services,2021-2022,189943.16,148585.81
3_information_technology,2017-2018,10814357.72,11094579.66
3_information_technology,2018-2019,5563575.91,5648262.60
3_information_technology,2019-2020,8387424.93,8315638.52
3_information_technology,2020-2021,7287581.63,6927890.99
3_information_technology,2021-2022,6312775.17,4937698.48
6_industrial_products_and_services,2017-2018,486296.80,498328.48
6_industrial_products_and_services,2018-2019,249923.94,252728.60
6_industrial_products_and_services,2019-2020,798205.04,785165.08
6_industrial_products_and_services,2020-2021,365507.97,347164.41
6_industrial_products_and_services,2021-2022,24576.00,6817.61
