owner_org,d_fiscal_year,total
aafc-aac,2017-2018,67974.97
aafc-aac,2018-2019,135799.84
aafc-aac,2019-2020,128484.19
aafc-aac,2020-2021,80360.09
aandc-aadnc,2017-2018,76329.92
aandc-aadnc,2018-2019,491568.03
aandc-aadnc,2019-2020,104694.83
aandc-aadnc,2020-2021,196822.50
acoa-apeca,2018-2019,13776.75
acoa-apeca,2019-2020,355994.25
acoa-apeca,2020-2021,12388.89
atssc-scdata,2017-2018,6440.05
atssc-scdata,2018-2019,9074.62
cas-satj,2017-2018,364764.94
cas-satj,2020-2021,34401.65
cbsa-asfc,2017-2018,2811096.60
cbsa-asfc,2018-2019,1916509.00
cbsa-asfc,2019-2020,1935125.13
cbsa-asfc,2020-2021,1803245.30
ccohs-cchst,2020-2021,12617.87
cer-rec,2017-2018,734.70
cer-rec,2018-2019,295234.86
cer-rec,2019-2020,4537.24
cer-rec,2020-2021,117235.51
cfia-acia,2017-2018,12915.49
cfia-acia,2018-2019,55970.92
cfia-acia,2019-2020,25175.37
cic,2017-2018,1194124.34
cic,2018-2019,1546416.78
cic,2019-2020,1187384.32
cic,2020-2021,1106617.36
cihr-irsc,2017-2018,51588.90
cihr-irsc,2018-2019,51588.90
cihr-irsc,2019-2020,61717.73
cihr-irsc,2020-2021,74580.40
cnsc-ccsn,2017-2018,79102.01
cnsc-ccsn,2018-2019,99017.83
cnsc-ccsn,2019-2020,89201.85
cnsc-ccsn,2020-2021,100551.32
cra-arc,2017-2018,239277.94
cra-arc,2018-2019,63414.43
cra-arc,2019-2020,78595.51
cra-arc,2020-2021,1781982.93
crtc,2017-2018,20958.87
crtc,2018-2019,28226.62
crtc,2019-2020,37166.83
crtc,2020-2021,25733.74
csc-scc,2017-2018,101274.34
csc-scc,2018-2019,99598.95
csc-scc,2019-2020,103016.55
csc-scc,2020-2021,326689.68
csps-efpc,2017-2018,14475.30
csps-efpc,2018-2019,193719.97
csps-efpc,2019-2020,152999.05
csps-efpc,2020-2021,74757.47
dfatd-maecd,2017-2018,467951.70
dfatd-maecd,2018-2019,13105.74
dfatd-maecd,2020-2021,96504.00
dfo-mpo,2017-2018,85515.28
dfo-mpo,2018-2019,72279.59
dfo-mpo,2019-2020,110927.72
dfo-mpo,2020-2021,139620.48
dnd-mdn,2017-2018,396166.95
dnd-mdn,2018-2019,1301236.96
dnd-mdn,2019-2020,1544529.75
dnd-mdn,2020-2021,4091074.24
ec,2018-2019,583417.03
ec,2019-2020,27885.49
ec,2020-2021,75761.62
elections,2017-2018,56412.57
elections,2018-2019,184371.10
elections,2019-2020,210729.74
elections,2020-2021,26938.99
esdc-edsc,2017-2018,871062.94
esdc-edsc,2018-2019,610243.31
esdc-edsc,2019-2020,789986.40
esdc-edsc,2020-2021,1333915.63
fcac-acfc,2019-2020,50568.85
fcac-acfc,2020-2021,55136.25
fin,2017-2018,8933.32
fin,2019-2020,12271.58
fin,2020-2021,2300.92
fintrac-canafe,2019-2020,149125.10
fintrac-canafe,2020-2021,148717.66
hc-sc,2019-2020,701514.94
hc-sc,2020-2021,2122298.92
ic,2017-2018,12906.83
ic,2018-2019,676614.94
ic,2019-2020,1811594.65
ic,2020-2021,5823871.81
infc,2018-2019,14119.46
infc,2019-2020,16127.71
infc,2020-2021,622198.90
irb-cisr,2019-2020,18974.88
irb-cisr,2020-2021,164767.43
isc-sac,2018-2019,470717.49
isc-sac,2020-2021,121333.09
jus,2017-2018,99579.50
jus,2018-2019,114939.59
jus,2019-2020,156031.48
jus,2020-2021,148149.93
lac-bac,2017-2018,484323.02
lac-bac,2018-2019,696288.38
lac-bac,2019-2020,507725.55
lac-bac,2020-2021,16005.80
nrcan-rncan,2017-2018,59172.22
nrcan-rncan,2018-2019,56083.63
nrcan-rncan,2019-2020,89612.68
nrcan-rncan,2020-2021,52002.41
nserc-crsng,2019-2020,10262.66
opc-cpvp,2017-2018,20309.29
opc-cpvp,2018-2019,218816.22
opc-cpvp,2019-2020,24685.02
opc-cpvp,2020-2021,27035.77
osfi-bsif,2017-2018,30591.97
osfi-bsif,2018-2019,30896.89
osfi-bsif,2019-2020,21038.17
osfi-bsif,2020-2021,142084.68
osgg-bsgg,2017-2018,15680.06
osgg-bsgg,2018-2019,21327.61
osgg-bsgg,2020-2021,8739.57
pc,2017-2018,103493.48
pc,2018-2019,60618.85
pc,2019-2020,72574.36
pc,2020-2021,68904.89
pch,2017-2018,65010.59
pch,2018-2019,115095.41
pch,2019-2020,145643.84
pch,2020-2021,251644.97
pco-bcp,2017-2018,1662.60
pco-bcp,2018-2019,105504.43
pco-bcp,2019-2020,277359.09
pco-bcp,2020-2021,28209.91
phac-aspc,2020-2021,136962.19
ppsc-sppc,2020-2021,358312.60
pwgsc-tpsgc,2017-2018,2423.77
pwgsc-tpsgc,2018-2019,13661.23
pwgsc-tpsgc,2019-2020,995073.47
pwgsc-tpsgc,2020-2021,348850.07
rcmp-grc,2017-2018,336121.14
rcmp-grc,2018-2019,370435.10
rcmp-grc,2019-2020,157720.28
rcmp-grc,2020-2021,416936.95
ssc-spc,2017-2018,7372130.12
ssc-spc,2018-2019,8432736.30
ssc-spc,2019-2020,3841243.32
ssc-spc,2020-2021,16121424.38
sshrc-crsh,2017-2018,12428.19
tbs-sct,2017-2018,241084.86
tbs-sct,2018-2019,191458.67
tbs-sct,2019-2020,52632.46
tbs-sct,2020-2021,29452.08
vac-acc,2018-2019,306767.23
vac-acc,2019-2020,646286.63
vac-acc,2020-2021,1007408.64
vrab-tacra,2020-2021,107920.60
wage,2019-2020,22954.37
wage,2020-2021,95235.40
wd-deo,2019-2020,40579.88
