d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,760606.53,768174.79
it_consulting_services,2019-2020,115598.83,112902.08
it_consulting_services,2020-2021,2315396.95,2199259.59
it_consulting_services,2021-2022,76007.14,70382.10
it_devices_equipment,2017-2018,3506630.23,3595091.27
it_devices_equipment,2018-2019,6365353.28,6457128.28
it_devices_equipment,2019-2020,4312015.83,4279692.23
it_devices_equipment,2020-2021,5112304.68,4838630.11
it_devices_equipment,2021-2022,8280916.16,7658990.85
it_other,2017-2018,4972139.28,5099853.84
it_other,2018-2019,3949593.08,4017730.71
it_other,2019-2020,652784.95,653584.33
it_other,2020-2021,738272.99,697612.84
it_other,2021-2022,472297.45,440029.42
it_software_licensing,2017-2018,6887640.56,7066165.96
it_software_licensing,2018-2019,7267163.67,7366555.11
it_software_licensing,2019-2020,10072921.74,9971303.28
it_software_licensing,2020-2021,27617567.93,26294241.72
it_software_licensing,2021-2022,28307256.32,26252906.13
