d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,76675.27863013699
10_office_management,2018-2019,14888
10_office_management,2020-2021,12184.6
11_defence,2017-2018,396166.9537633393
11_defence,2018-2019,1286348.9576200142
11_defence,2019-2020,1544529.7478109428
11_defence,2020-2021,4057966.4288575826
2_professional_services,2020-2021,9003.344657534246
3_information_technology,2017-2018,15366410.07348906
3_information_technology,2018-2019,18342716.567029912
3_information_technology,2019-2020,15144463.004009914
3_information_technology,2020-2021,35677415.08339605
6_industrial_products_and_services,2018-2019,16699.14
6_industrial_products_and_services,2020-2021,20923.21
9_human_capital,2017-2018,21441.75
9_human_capital,2019-2020,80760.16839214638
9_human_capital,2020-2021,83537.55160785362
