d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,255926.38080175518
2_professional_services,2018-2019,412855.3071780822
2_professional_services,2019-2020,522507.45201741654
2_professional_services,2020-2021,4898232.482758658
