d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,12920.7
10_office_management,2017-2018,246074.26989956223
10_office_management,2018-2019,236374.58840159877
10_office_management,2019-2020,231325.93082357696
10_office_management,2020-2021,187265.67196025056
2_professional_services,2017-2018,523993.2522775505
2_professional_services,2018-2019,370300.71405951644
2_professional_services,2019-2020,427479.0134621054
2_professional_services,2020-2021,320605.1006294791
3_information_technology,2017-2018,1877446.6742966466
3_information_technology,2018-2019,1163735.34173287
3_information_technology,2019-2020,1581086.255868472
3_information_technology,2020-2021,988785.1919362519
9_human_capital,2017-2018,266011.0008219178
9_human_capital,2018-2019,621849.8397584262
9_human_capital,2019-2020,885731.6606226634
9_human_capital,2020-2021,921757.8467018267
