d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,12920.70,13047.83
10_office_management,2017-2018,201845.73,207094.44
10_office_management,2018-2019,218294.59,221689.39
10_office_management,2019-2020,231325.93,228723.61
10_office_management,2020-2021,187265.67,177749.26
10_office_management,2021-2022,138405.31,128804.67
2_professional_services,2017-2018,499449.68,512420.30
2_professional_services,2018-2019,347135.76,352216.02
2_professional_services,2019-2020,408495.01,404166.81
2_professional_services,2020-2021,319250.48,303605.93
2_professional_services,2021-2022,595100.22,551078.22
3_information_technology,2017-2018,1969617.77,2019803.79
3_information_technology,2018-2019,1204980.29,1223067.45
3_information_technology,2019-2020,1600070.26,1585119.07
3_information_technology,2020-2021,991768.23,942101.28
3_information_technology,2021-2022,1247961.94,1153496.15
6_industrial_products_and_services,2021-2022,80000.00,74722.03
9_human_capital,2017-2018,266011.00,272474.93
9_human_capital,2018-2019,621849.84,631247.94
9_human_capital,2019-2020,885731.66,873466.09
9_human_capital,2020-2021,921757.85,876267.15
9_human_capital,2021-2022,1006199.69,932170.21
