d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1530567.70,1577567.73
it_consulting_services,2018-2019,1006665.11,1024948.03
it_consulting_services,2019-2020,1357670.98,1345447.05
it_consulting_services,2020-2021,735588.83,699805.45
it_consulting_services,2021-2022,880954.11,815466.37
it_consulting_services,2022-2023,719660.17,643655.30
it_devices_equipment,2017-2018,302567.56,311470.83
it_devices_equipment,2018-2019,10413.74,10613.30
it_devices_equipment,2019-2020,9965.74,9893.32
it_devices_equipment,2020-2021,23967.55,22769.34
it_devices_equipment,2021-2022,108056.07,99186.92
it_devices_equipment,2022-2023,44282.16,39422.60
it_other,2017-2018,77715.77,80086.21
it_other,2018-2019,96204.79,98077.94
it_other,2019-2020,97408.53,96557.37
it_other,2020-2021,109037.88,103839.02
it_other,2021-2022,89412.63,83095.15
it_other,2022-2023,107053.49,95791.91
it_software_licensing,2017-2018,58766.74,60518.63
it_software_licensing,2018-2019,91696.65,93242.49
it_software_licensing,2019-2020,183595.12,182226.92
it_software_licensing,2020-2021,171611.38,163361.67
it_software_licensing,2021-2022,238337.54,221222.43
it_software_licensing,2022-2023,506981.18,453665.33
