d_fiscal_year,total,total_constant_2019_dollars
2017-2018,944513.32,968988.75
2018-2019,944513.32,959201.90
2019-2020,947101.03,939108.46
2020-2021,944513.32,897920.74
2021-2022,1032163.70,958307.23
