d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,8813343.49,9085301.78
1_facilities_and_construction,2018-2019,8971634.44,9141518.91
1_facilities_and_construction,2019-2020,9044602.40,8969124.55
1_facilities_and_construction,2020-2021,3874612.02,3689294.65
1_facilities_and_construction,2021-2022,4989337.88,4635414.65
1_facilities_and_construction,2022-2023,5080112.78,4547101.44
2_professional_services,2017-2018,563961.56,581176.84
2_professional_services,2018-2019,233524.38,239408.31
2_professional_services,2020-2021,70628.65,67072.65
2_professional_services,2021-2022,160120.86,148868.47
2_professional_services,2022-2023,233767.96,208979.44
