d_fiscal_year,total,total_constant_2019_dollars
2017-2018,9377305.05,9666478.63
2018-2019,9205158.83,9380927.23
2019-2020,9044602.40,8969124.55
2020-2021,3945240.67,3756367.31
2021-2022,5149458.74,4784283.12
2022-2023,5313880.74,4756080.88
