d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,28750
1_facilities_and_construction,2018-2019,1328455.33
1_facilities_and_construction,2019-2020,268832.96610354225
1_facilities_and_construction,2020-2021,505769.66935914435
10_office_management,2017-2018,76169.33
10_office_management,2018-2019,58313.09269954575
10_office_management,2019-2020,123285.21186695555
10_office_management,2020-2021,133459.8954334987
11_defence,2017-2018,64260.52382229132
11_defence,2018-2019,135778.7474683544
11_defence,2019-2020,369307.1127988338
11_defence,2020-2021,1094816.1520710879
2_professional_services,2017-2018,239300.8
2_professional_services,2020-2021,5840.814277929156
3_information_technology,2018-2019,64022.68
3_information_technology,2020-2021,20582.7
5_transportation_and_logistics,2019-2020,460291.8649765684
5_transportation_and_logistics,2020-2021,1097009.5050234315
6_industrial_products_and_services,2017-2018,2026632.9650759664
6_industrial_products_and_services,2018-2019,1335129.0387357892
6_industrial_products_and_services,2019-2020,572826.4606087145
6_industrial_products_and_services,2020-2021,230492.17577993096
9_human_capital,2018-2019,7655.276712328767
9_human_capital,2019-2020,11748.723287671233
