d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,28750.00,29429.38
1_facilities_and_construction,2018-2019,1328455.33,1345200.78
1_facilities_and_construction,2019-2020,268832.97,268482.70
1_facilities_and_construction,2020-2021,505769.67,496392.37
1_facilities_and_construction,2021-2022,101636.02,34337.08
10_office_management,2017-2018,76169.33,78334.55
10_office_management,2018-2019,58313.09,59122.76
10_office_management,2019-2020,123285.21,123127.55
10_office_management,2020-2021,133459.90,132482.75
10_office_management,2021-2022,15820.00,14159.16
11_defence,2017-2018,64260.52,66422.60
11_defence,2018-2019,135778.75,138096.22
11_defence,2019-2020,369307.11,367999.21
11_defence,2020-2021,1094816.15,1059805.60
11_defence,2021-2022,519280.55,419289.70
2_professional_services,2017-2018,239300.80,243411.35
2_professional_services,2020-2021,5840.81,5520.80
2_professional_services,2021-2022,21640.97,19655.70
3_information_technology,2018-2019,64022.68,64666.18
3_information_technology,2020-2021,20582.70,19455.00
3_information_technology,2021-2022,36129.57,33209.08
5_transportation_and_logistics,2019-2020,460291.86,460922.98
5_transportation_and_logistics,2020-2021,1097009.51,1096882.21
6_industrial_products_and_services,2017-2018,2026632.97,2061882.94
6_industrial_products_and_services,2018-2019,1335129.04,1349156.74
6_industrial_products_and_services,2019-2020,572826.46,572643.61
6_industrial_products_and_services,2020-2021,230492.18,226233.72
6_industrial_products_and_services,2021-2022,35711.49,32892.70
9_human_capital,2018-2019,7655.28,7764.51
9_human_capital,2019-2020,11748.72,11726.92
