d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,25000.00,25384.89
1_facilities_and_construction,2020-2021,138790.21,130687.36
1_facilities_and_construction,2021-2022,1033845.42,959868.61
11_defence,2017-2018,282138.93,289450.07
11_defence,2018-2019,119039.44,121445.45
2_professional_services,2021-2022,39750.00,36206.54
3_information_technology,2017-2018,24915.60,25572.47
3_information_technology,2019-2020,389021.83,382279.39
3_information_technology,2020-2021,755281.74,718023.90
3_information_technology,2021-2022,755281.74,701237.55
