normalized_vendor_name,original_vendor_name
SIMPSON BUILDING CONTRACTORS,Simpson Building Contractors Limited
SIMPSON BUILDING CONTRACTORS,SIMPSON BUILDING CONTRACTORS LTD.
SIMPSON BUILDING CONTRACTORS,SIMPSON BUILDING CONTRACTORS LIMITED
