d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,176331.29,181668.15
1_facilities_and_construction,2017-2018,1913043.72,1970958.20
1_facilities_and_construction,2018-2019,874564.16,884086.99
1_facilities_and_construction,2019-2020,1569187.37,1547990.46
1_facilities_and_construction,2020-2021,43118.25,40807.02
1_facilities_and_construction,2021-2022,381580.62,356285.25
10_office_management,2017-2018,19934909.74,20526292.19
10_office_management,2018-2019,26045783.13,26456458.68
10_office_management,2019-2020,20734567.50,20469181.75
10_office_management,2020-2021,16583866.10,15790767.07
10_office_management,2021-2022,18325512.86,17107412.73
11_defence,2018-2019,24215.60,24785.86
2_professional_services,2017-2018,13600.00,14072.60
2_professional_services,2018-2019,91829.76,93958.83
3_information_technology,2018-2019,254956.46,257297.68
3_information_technology,2019-2020,4896.09,4913.90
3_information_technology,2021-2022,38951.73,35417.66
5_transportation_and_logistics,2017-2018,15396.71,15921.97
5_transportation_and_logistics,2018-2019,12220.95,12377.38
5_transportation_and_logistics,2019-2020,116661.19,114810.74
5_transportation_and_logistics,2020-2021,550.37,518.66
6_industrial_products_and_services,2017-2018,2353865.31,2418836.49
6_industrial_products_and_services,2018-2019,4815477.40,4905300.16
6_industrial_products_and_services,2019-2020,5990893.51,5910475.35
6_industrial_products_and_services,2020-2021,2246542.23,2139682.11
6_industrial_products_and_services,2021-2022,1757914.10,1633530.15
8_security_and_protection,2020-2021,12287.33,11653.82
8_security_and_protection,2021-2022,63167.27,59109.47
