d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1913043.717188735
1_facilities_and_construction,2018-2019,874564.161388889
1_facilities_and_construction,2019-2020,1569187.3696984549
1_facilities_and_construction,2020-2021,43118.24855943973
10_office_management,2017-2018,19934911.54751884
10_office_management,2018-2019,26050599.75921955
10_office_management,2019-2020,20728432.159965176
10_office_management,2020-2021,16551294.546124399
11_defence,2018-2019,24215.6
2_professional_services,2017-2018,13600
2_professional_services,2018-2019,91829.76
3_information_technology,2018-2019,254956.4578125
3_information_technology,2019-2020,4896.0921874999995
5_transportation_and_logistics,2017-2018,15396.71
5_transportation_and_logistics,2018-2019,12220.949999999999
5_transportation_and_logistics,2019-2020,116661.19335078534
5_transportation_and_logistics,2020-2021,550.3666492146597
6_industrial_products_and_services,2017-2018,2353865.3051812565
6_industrial_products_and_services,2018-2019,4815477.398545157
6_industrial_products_and_services,2019-2020,5990893.509320403
6_industrial_products_and_services,2020-2021,2246542.225374236
8_security_and_protection,2020-2021,12287.33165137615
NA,2017-2018,176331.29
