owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2020-2021,405896.00,382465.96
cpc-cpp,2017-2018,44974.00,46384.55
cra-arc,2018-2019,6758.82,6845.86
cra-arc,2019-2020,16092.86,15956.55
cra-arc,2020-2021,28529.42,27169.15
crtc,2017-2018,96175.10,98968.73
crtc,2018-2019,27284.21,27828.52
crtc,2019-2020,41672.05,41225.61
crtc,2020-2021,65295.60,62562.98
crtc,2021-2022,14988.75,14135.20
csa-asc,2020-2021,24218.47,22820.48
cta-otc,2017-2018,18110.66,18670.48
cta-otc,2018-2019,18110.66,18457.72
cta-otc,2019-2020,2356.05,2302.27
cta-otc,2020-2021,26387.70,25152.43
dfatd-maecd,2020-2021,12388.48,11931.01
dfatd-maecd,2022-2023,9389.67,8315.45
dfo-mpo,2018-2019,145431.00,146789.56
dnd-mdn,2017-2018,17931.50,18544.47
dnd-mdn,2018-2019,206610.08,208540.16
dnd-mdn,2019-2020,184913.02,182750.14
dnd-mdn,2020-2021,52832.99,49994.33
dnd-mdn,2021-2022,87908.49,81737.00
fcac-acfc,2019-2020,160838.55,159299.68
fcac-acfc,2020-2021,48016.86,45718.00
fcac-acfc,2021-2022,45774.38,42884.39
fcac-acfc,2022-2023,17250.31,15581.59
nrc-cnrc,2021-2022,17936.10,16844.79
nrc-cnrc,2022-2023,10719.46,9548.43
nserc-crsng,2017-2018,177983.13,183374.22
nserc-crsng,2018-2019,517245.38,527167.46
nserc-crsng,2019-2020,288884.25,285682.84
nserc-crsng,2020-2021,98274.69,93172.42
nserc-crsng,2021-2022,119896.35,110850.35
nserc-crsng,2022-2023,176652.10,157088.69
osgg-bsgg,2019-2020,448.04,437.81
osgg-bsgg,2020-2021,40503.68,38576.30
osgg-bsgg,2021-2022,24931.99,23179.97
osgg-bsgg,2022-2023,24706.24,22107.16
phac-aspc,2017-2018,365503.91,375942.14
rcmp-grc,2018-2019,10644.60,10744.04
ssc-spc,2017-2018,2188013.17,2255270.92
ssc-spc,2018-2019,4124009.08,4205985.16
ssc-spc,2019-2020,1145700.94,1137232.78
ssc-spc,2020-2021,913635.18,870013.71
ssc-spc,2021-2022,842579.64,783375.91
ssc-spc,2022-2023,5468948.68,4911763.81
sshrc-crsh,2022-2023,138943.58,123286.37
