d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,22600.00,23266.52
it_consulting_services,2018-2019,73450.00,74571.83
it_consulting_services,2021-2022,22600.00,20680.82
it_devices_equipment,2017-2018,1983849.66,2043932.30
it_devices_equipment,2018-2019,4009536.24,4089360.28
it_devices_equipment,2019-2020,537377.55,533818.97
it_devices_equipment,2020-2021,99502.12,94470.14
it_devices_equipment,2021-2022,25302.15,23532.06
it_devices_equipment,2022-2023,800244.63,712378.31
it_other,2017-2018,440404.63,454024.45
it_other,2018-2019,276849.34,280926.51
it_other,2019-2020,80505.70,78837.56
it_other,2020-2021,830238.48,790523.08
it_other,2021-2022,817277.49,759843.85
it_other,2022-2023,1732938.47,1546744.63
it_software_licensing,2017-2018,443905.68,457387.79
it_software_licensing,2018-2019,489648.17,498959.70
it_software_licensing,2019-2020,1038109.49,1029481.00
it_software_licensing,2020-2021,733405.48,694589.22
it_software_licensing,2021-2022,200927.57,187213.88
it_software_licensing,2022-2023,3313426.94,2988568.55
