d_fiscal_year,total,total_constant_2019_dollars
2017-2018,59651428.56,61478471.13
2018-2019,27966294.93,28477540.70
2019-2020,29072197.21,28841575.78
2020-2021,26673984.66,25425533.67
2021-2022,26346897.92,24626130.79
