owner_org,d_fiscal_year,total
csa-asc,2017-2018,424331.27572016465
csa-asc,2019-2020,982059.2108400328
csa-asc,2020-2021,2117889.5879435153
dfo-mpo,2017-2018,447721.33
dfo-mpo,2018-2019,19940.71
dfo-mpo,2020-2021,35241
dnd-mdn,2017-2018,242164179.1013926
dnd-mdn,2018-2019,242933927.94946155
dnd-mdn,2019-2020,252771646.46463236
dnd-mdn,2020-2021,247026915.59401366
rcmp-grc,2017-2018,9214051.04341506
rcmp-grc,2018-2019,9035430.54167128
rcmp-grc,2019-2020,811075.9434750305
rcmp-grc,2020-2021,889658.8207755259
tc,2020-2021,39723.53
