d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1234461330.83,1271777982.51
2018-2019,1289578712.73,1311780489.34
2019-2020,1292859939.86,1280428314.40
2020-2021,1409772430.11,1343748492.44
2021-2022,1200768128.68,1120446651.71
