d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2428689.31
1_facilities_and_construction,2018-2019,2289388.13
1_facilities_and_construction,2019-2020,2510294.95
1_facilities_and_construction,2020-2021,2802006.4566337694
2_professional_services,2019-2020,45398.55
2_professional_services,2020-2021,146854.26
