d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2428689.31,2502015.21
2018-2019,2289388.13,2330462.80
2019-2020,2555693.50,2532468.99
2020-2021,2948860.72,2818579.44
2021-2022,633071.91,602279.07
