owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,222117.32,226049.58
ic,2017-2018,200676.41,206297.46
nrc-cnrc,2017-2018,90439.88,92864.17
nrc-cnrc,2018-2019,74342.71,75302.70
nrc-cnrc,2019-2020,34169.74,34154.15
nrc-cnrc,2020-2021,0.00,0.00
nrc-cnrc,2021-2022,0.00,0.00
pwgsc-tpsgc,2017-2018,863268.26,882572.56
pwgsc-tpsgc,2018-2019,793669.47,803639.54
pwgsc-tpsgc,2019-2020,1448511.97,1446206.54
pwgsc-tpsgc,2020-2021,2445009.90,2390305.34
pwgsc-tpsgc,2021-2022,2517912.14,1917440.53
